round,accuracy,eta_t,eta_q,eta_z,eta_v,zeta_t,zeta_q,zeta_z,zeta_v,M,E,compT,transT,compL,transL
1.0,0.07,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,27426086600.0,79715.0,185001420520.0,1594300.0
2.0,0.14,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.0,20.0,30916679440.0,79715.0,167049800200.0,1594300.0
3.0,0.19,1000000000.0,1000000000.0,0.03,0.14,0.29,1000000000.0,0.03,1000000000.0,21.0,21.0,31415335560.0,79715.0,182732535174.0,1674015.0
4.0,0.3,1.03,1.68,0.03,0.14,0.29,1.68,0.03,2.16,22.0,22.0,34831129982.0,79715.0,325273387076.0,1753730.0
5.0,0.34,2.38,2.86,0.03,0.14,0.29,2.86,0.03,2.23,23.0,23.0,8888545339.0,79715.0,158273452488.0,1833445.0
6.0,0.4,0.44,1.52,0.03,0.14,0.29,1.52,0.03,1.8,24.0,24.0,37698402672.0,79715.0,248629941432.0,1913160.0
7.0,0.48,2.99,0.62,0.03,0.14,0.29,0.62,0.03,0.56,25.0,25.0,39892489600.0,79715.0,386146832925.0,1992875.0
8.0,0.52,0.17,0.26,0.03,0.14,0.29,0.26,0.03,0.23,24.0,24.0,37100015328.0,79715.0,251023490808.0,1913160.0
9.0,0.52,0.17,0.26,1.79,8.0,8.64,0.26,1.79,0.23,23.0,23.0,64800362794.0,79715.0,383927813191.0,1833445.0
10.0,0.55,0.17,0.26,1.79,8.0,8.64,0.26,1.79,0.23,23.0,23.0,33833817742.0,79715.0,222787088013.0,1833445.0
11.0,0.59,1.55,2.34,5.49,2.08,3.73,2.34,5.49,2.04,22.0,22.0,34831129982.0,79715.0,287151126702.0,1753730.0
12.0,0.61,1.55,2.34,0.99,1.17,1.09,2.34,0.99,2.04,23.0,21.0,31677130023.0,79715.0,244777822905.0,1833445.0
13.0,0.6,0.78,1.52,8.93,10.55,0.78,21.05,1.09,18.35,22.0,22.0,50738260210.0,79715.0,327193213138.0,1753730.0
14.0,0.63,0.78,1.52,8.93,10.55,0.78,21.05,1.09,18.35,22.0,22.0,68565216500.0,79715.0,338986430376.0,1753730.0
15.0,0.65,0.78,1.52,0.99,0.21,0.78,0.29,1.09,0.21,23.0,21.0,31153541097.0,79715.0,248181150924.0,1833445.0
16.0,0.66,1.32,2.97,0.99,0.21,1.32,0.29,1.61,0.21,24.0,20.0,30667351380.0,79715.0,347812643700.0,1913160.0
17.0,0.67,1.32,2.97,0.99,0.21,1.32,0.29,1.61,0.21,24.0,20.0,35404584520.0,79715.0,242346874320.0,1913160.0
18.0,0.68,0.28,0.7,0.99,0.21,0.28,0.29,0.61,0.21,23.0,19.0,30792015410.0,79715.0,292997869709.0,1833445.0
19.0,0.68,0.28,0.7,0.99,0.21,0.28,0.29,0.61,0.21,23.0,19.0,30792015410.0,79715.0,196358313653.0,1833445.0
20.0,0.69,0.28,0.7,0.99,0.21,0.28,0.29,0.61,0.21,23.0,19.0,59215414250.0,79715.0,277365000347.0,1833445.0
21.0,0.7,2.54,6.33,2.25,3.14,4.53,2.59,2.25,1.87,22.0,18.0,26703035226.0,79715.0,233819854668.0,1753730.0
22.0,0.72,2.54,6.33,1.23,1.11,1.13,2.59,1.23,1.87,23.0,17.0,27550750630.0,79715.0,182894598413.0,1833445.0
23.0,0.7,0.1,0.19,1.23,1.11,0.1,2.59,0.25,1.87,22.0,18.0,28273802004.0,79715.0,178169831676.0,1753730.0
24.0,0.71,0.1,0.19,1.23,1.11,0.1,2.59,0.25,1.87,22.0,18.0,26029849464.0,79715.0,179516203200.0,1753730.0
25.0,0.73,0.1,0.19,1.23,1.11,0.1,2.59,0.25,1.87,22.0,18.0,31864126068.0,79715.0,208463190966.0,1753730.0
26.0,0.72,0.1,0.19,1.23,1.11,0.1,2.59,0.25,1.87,22.0,18.0,27825011496.0,79715.0,192082337424.0,1753730.0
27.0,0.73,0.1,0.19,1.23,1.11,0.1,2.59,0.25,1.87,22.0,18.0,28273802004.0,79715.0,211155934014.0,1753730.0
28.0,0.73,0.1,0.19,1.23,1.11,0.1,2.59,0.25,1.87,22.0,18.0,27825011496.0,79715.0,174803902866.0,1753730.0
29.0,0.74,0.9,1.75,10.05,19.81,0.9,17.98,2.23,19.81,21.0,19.0,29133983811.0,79715.0,187120709030.0,1674015.0
30.0,0.73,0.9,1.75,10.05,19.81,0.9,17.98,2.23,19.81,21.0,19.0,22738719072.0,79715.0,129326464722.0,1674015.0
31.0,0.73,0.9,1.75,10.05,19.81,0.9,17.98,2.23,19.81,21.0,19.0,28660260497.0,79715.0,207017088218.0,1674015.0
32.0,0.74,0.9,1.75,10.05,19.81,0.9,17.98,2.23,19.81,21.0,19.0,26291643927.0,79715.0,160355341789.0,1674015.0
33.0,0.74,0.9,1.75,10.05,19.81,0.9,17.98,2.23,19.81,21.0,19.0,26528505584.0,79715.0,154196938707.0,1674015.0
34.0,0.75,0.9,1.75,10.05,19.81,0.9,17.98,2.23,19.81,21.0,19.0,29370845468.0,79715.0,282575956801.0,1674015.0
35.0,0.75,0.9,1.75,0.02,0.0,0.9,0.05,2.23,0.0,22.0,18.0,24683477940.0,79715.0,229556344842.0,1753730.0
36.0,0.76,0.9,1.75,0.02,0.0,0.9,0.05,2.23,0.0,22.0,18.0,28498197258.0,79715.0,179291807946.0,1753730.0
37.0,0.76,525.45,17.28,0.02,0.0,525.45,0.05,32.08,0.0,23.0,17.0,25219533269.0,79715.0,162337499866.0,1833445.0
38.0,0.76,525.45,17.28,0.02,0.0,525.45,0.05,32.08,0.0,23.0,17.0,25643390971.0,79715.0,233545593802.0,1833445.0
39.0,0.77,525.45,17.28,0.02,0.0,525.45,0.05,32.08,0.0,23.0,17.0,24795675567.0,79715.0,177384448287.0,1833445.0
40.0,0.77,0.34,0.39,0.02,0.0,0.34,0.05,0.39,0.0,24.0,16.0,23536568864.0,79715.0,169942005696.0,1913160.0
41.0,0.76,0.34,0.39,0.02,0.0,0.34,0.05,0.39,0.0,24.0,16.0,25132268448.0,79715.0,216815680976.0,1913160.0
42.0,0.76,0.34,0.39,0.02,0.0,0.34,0.05,0.39,0.0,24.0,16.0,25531193344.0,79715.0,250325372240.0,1913160.0
43.0,0.77,0.34,0.39,0.02,0.0,0.34,0.05,0.39,0.0,24.0,16.0,23337106416.0,79715.0,181311365232.0,1913160.0
44.0,0.78,0.34,0.39,0.02,0.0,0.34,0.05,0.39,0.0,24.0,16.0,25331730896.0,79715.0,177521578720.0,1913160.0
45.0,0.78,0.34,0.39,0.02,0.0,0.34,0.05,0.39,0.0,24.0,16.0,25132268448.0,79715.0,171537705280.0,1913160.0
46.0,0.78,2.26,2.23,0.22,0.04,2.26,0.44,2.47,0.04,25.0,15.0,20008576815.0,79715.0,148100867640.0,1992875.0
47.0,0.79,2.26,2.23,0.22,0.04,2.26,0.44,2.47,0.04,25.0,15.0,23187509580.0,79715.0,173906321850.0,1992875.0
48.0,0.79,2.26,2.23,0.22,0.04,2.26,0.44,2.47,0.04,25.0,15.0,23374505625.0,79715.0,208687586220.0,1992875.0
49.0,0.79,1.23,1.13,0.22,0.04,1.23,0.44,1.18,0.04,26.0,14.0,22339794176.0,79715.0,150095492120.0,2072590.0
50.0,0.79,1.23,1.13,0.22,0.04,1.23,0.44,1.18,0.04,26.0,14.0,31938924486.0,79715.0,191633546916.0,2072590.0
51.0,0.79,1.23,1.13,0.22,0.04,1.23,0.44,1.18,0.04,26.0,14.0,22688853460.0,79715.0,181161768396.0,2072590.0
52.0,0.8,1.23,1.13,0.22,0.04,1.23,0.44,1.18,0.04,26.0,14.0,19372790262.0,79715.0,119552804770.0,2072590.0
53.0,0.8,1.23,1.13,0.22,0.04,1.23,0.44,1.18,0.04,26.0,14.0,21990734892.0,79715.0,116062211930.0,2072590.0
54.0,0.8,1.23,1.13,0.22,0.04,1.23,0.44,1.18,0.04,26.0,14.0,24783209164.0,79715.0,217289404290.0,2072590.0
55.0,0.8,1.23,1.13,0.22,0.04,1.23,0.44,1.18,0.04,26.0,14.0,22165264534.0,79715.0,189713720854.0,2072590.0
56.0,0.8,0.91,0.97,2.01,0.33,0.91,3.97,0.75,0.33,25.0,13.0,20095841636.0,79715.0,170976717145.0,1992875.0
57.0,0.81,0.91,0.97,2.01,0.33,0.91,3.97,0.75,0.33,25.0,13.0,20257904875.0,79715.0,158659910981.0,1992875.0
58.0,0.8,0.91,0.97,2.01,0.33,0.91,3.97,0.75,0.33,25.0,13.0,21230284309.0,79715.0,200472226643.0,1992875.0
